snt_id,sdr,sdr_i,si-snr,si-snr_i
1284-1180-0020_8555-284447-0005.wav,20.24724578857422,20.053733825683594,19.95893096923828,19.871387481689453
1284-1180-0021_2961-961-0007.wav,18.615840911865234,18.46454429626465,18.349571228027344,18.232263565063477
1284-1180-0021_8455-210777-0062.wav,19.361797332763672,19.210060119628906,18.6201171875,18.70115089416504
1284-1180-0023_5142-36377-0013.wav,21.07720947265625,21.034589767456055,20.535797119140625,20.598989486694336
1284-1180-0024_6930-81414-0006.wav,20.635746002197266,20.491268157958984,20.133899688720703,20.09908676147461
1284-1180-0026_1580-141084-0009.wav,19.769939422607422,19.454267501831055,19.31130027770996,19.301593780517578
1284-1180-0027_8230-279154-0013.wav,20.749126434326172,20.71567153930664,20.27720069885254,20.359169006347656
1284-1180-0028_3570-5696-0000.wav,19.56279754638672,19.528305053710938,19.302978515625,19.429412841796875
1284-1180-0028_4446-2273-0028.wav,21.06761360168457,20.875913619995117,20.747406005859375,20.686275482177734
1284-1180-0028_5683-32879-0001.wav,20.787630081176758,20.553260803222656,20.368221282958984,20.481781005859375
1284-1180-0029_5683-32879-0010.wav,16.054574966430664,15.66164779663086,12.092954635620117,12.083141326904297
1284-1180-0031_5142-33396-0048.wav,22.178836822509766,21.863460540771484,21.703784942626953,21.649860382080078
